,FOLIO,FECHA,IMPORTE_VENTA,IMPUESTOS_VENTA,TIPO_CAMBIO,CONTABILIZADO
28391,CUL026428,2019-02-06,0.0,0.0,1.0,S
28392,CUL026429,2019-02-06,360.0,57.6,1.0,S
28393,CUL026430,2019-02-06,120.0,19.2,1.0,S
28394,CUL026431,2019-02-06,2661.96,425.91,1.0,S
28395,CUL026432,2019-02-06,3980.78,636.92,1.0,S
28396,CUL026433,2019-02-06,120.0,19.2,1.0,S
28397,CUL026434,2019-02-07,1347.75,215.64,1.0,S
28398,CUL026435,2019-02-07,2335.5,373.68,1.0,S
28399,CUL026436,2019-02-07,200.0,32.0,1.0,S
28400,CUL026437,2019-02-07,440.0,70.4,1.0,S
28401,CUL026438,2019-02-07,247.2,39.55,1.0,S
28402,CUL026439,2019-02-07,41375.0,6620.0,1.0,S
28403,CUL026440,2019-02-07,1230.0,196.8,1.0,S
28404,CUL026441,2019-02-07,493.8,79.01,1.0,S
28405,CUL026442,2019-02-07,50.0,8.0,1.0,S
28406,CUL026443,2019-02-07,6750.0,1080.0,1.0,S
28407,CUL026444,2019-02-07,7122.0,1139.52,1.0,S
28408,CUL026445,2019-02-07,257.5,41.2,1.0,S
28409,CUL026446,2019-02-07,5558.4,889.34,1.0,S
28410,CUL026447,2019-02-07,700.0,112.0,1.0,S
28411,CUL026448,2019-02-07,247.2,39.55,1.0,S
28412,CUL026449,2019-02-07,820.0,131.2,1.0,S
28413,CUL026450,2019-02-07,480.0,76.8,1.0,S
28414,CUL026451,2019-02-07,2461.4,393.82,1.0,S
28415,CUL026452,2019-02-07,1378.0,220.48,1.0,S
28416,CUL026453,2019-02-07,2507.0,401.12,1.0,S
28417,CUL026454,2019-02-07,4532.0,725.12,1.0,S
28418,CUL026455,2019-02-07,10009.0,1601.44,1.0,S
28419,CUL026456,2019-02-07,17418.0,2786.88,1.0,S
28420,CUL026457,2019-02-07,115.0,18.4,1.0,S
28421,CUL026458,2019-02-07,431.3,69.01,1.0,S
28422,CUL026459,2019-02-07,4800.25,768.04,1.0,S
28423,CUL026460,2019-02-07,960.0,153.6,1.0,S
28424,CUL026461,2019-02-07,120.0,19.2,1.0,S
28425,CUL026462,2019-02-07,3683.25,589.32,1.0,S
28426,CUL026463,2019-02-08,797.4,127.58,1.0,S
28427,CUL026464,2019-02-08,3228.5,516.56,1.0,S
28428,CUL026465,2019-02-08,3040.0,486.4,1.0,S
28429,CUL026466,2019-02-08,160.0,25.6,1.0,S
28430,CUL026467,2019-02-08,793.03,126.88,1.0,S
28431,CUL026468,2019-02-08,770.0,123.2,1.0,S
28432,CUL026469,2019-02-08,225.0,36.0,1.0,N
28433,CUL026470,2019-02-08,144.9,23.18,1.0,S
28434,CUL026471,2019-02-08,1701.38,272.22,1.0,S
28435,CUL026472,2019-02-08,494.4,79.1,1.0,S
28436,CUL026473,2019-02-11,2019.54,323.13,1.0,S
28437,CUL026474,2019-02-11,4605.0,736.8,1.0,S
28438,CUL026475,2019-02-11,2960.0,473.6,1.0,S
28439,CUL026476,2019-02-11,110.0,17.6,1.0,S
28440,CUL026477,2019-02-11,1388.0,222.08,1.0,S
28441,CUL026478,2019-02-11,12174.25,1947.88,1.0,S
28442,CUL026479,2019-02-11,440.0,70.4,1.0,S
28443,CUL026480,2019-02-11,15041.0,2406.56,1.0,S
28444,CUL026481,2019-02-11,4950.0,792.0,1.0,S
28445,CUL026482,2019-02-11,110.0,17.6,1.0,S
28446,CUL026483,2019-02-11,330.0,52.8,1.0,S
28447,CUL026484,2019-02-11,6725.5,1076.08,1.0,S
28448,CUL026485,2019-02-11,675.0,108.0,1.0,S
28449,CUL026486,2019-02-11,818.5,130.96,1.0,S
28450,CUL026487,2019-02-11,15598.88,2495.82,1.0,S
28451,CUL026488,2019-02-11,247.79,39.65,1.0,S
28452,CUL026489,2019-02-11,18507.79,2961.25,1.0,S
28453,CUL026490,2019-02-11,2509.5,401.52,1.0,S
28454,CUL026491,2019-02-11,1665.0,266.4,1.0,S
28455,CUL026492,2019-02-11,57.0,9.12,1.0,S
28456,CUL026493,2019-02-11,440.0,70.4,1.0,S
28457,CUL026494,2019-02-12,213.75,34.2,1.0,S
28458,CUL026495,2019-02-12,120.0,19.2,1.0,S
28459,CUL026496,2019-02-12,357.2,57.15,1.0,S
28460,CUL026497,2019-02-12,228.0,36.48,1.0,S
28461,CUL026498,2019-02-12,2712.0,433.92,1.0,S
28462,CUL026499,2019-02-12,5527.0,884.32,1.0,S
28463,CUL026500,2019-02-12,751.9,120.3,1.0,S
28464,CUL026501,2019-02-12,236.68,37.87,1.0,S
28465,CUL026502,2019-02-12,247.2,39.55,1.0,S
28466,CUL026503,2019-02-12,1185.0,189.6,1.0,S
28467,CUL026504,2019-02-12,1633.0,261.28,1.0,S
28468,CUL026505,2019-02-12,488.0,78.08,1.0,S
28469,CUL026506,2019-02-12,3789.0,606.24,1.0,S
28470,CUL026507,2019-02-12,3668.9,587.02,1.0,S
28471,CUL026508,2019-02-12,217.0,34.72,1.0,S
28472,CUL026509,2019-02-12,278.1,44.5,1.0,S
28473,CUL026510,2019-02-12,2157.4,345.18,1.0,S
28474,CUL026511,2019-02-12,1107.75,177.24,1.0,S
28475,CUL026512,2019-02-13,225.15,36.02,1.0,S
28476,CUL026513,2019-02-13,2719.2,435.07,1.0,S
28477,CUL026514,2019-02-13,345.0,55.2,1.0,S
28478,CUL026515,2019-02-13,760.69,121.71,1.0,S
28479,CUL026516,2019-02-13,247.2,39.55,1.0,S
28480,CUL026517,2019-02-13,369.25,59.08,1.0,S
28481,CUL026518,2019-02-13,681.0,108.96,1.0,S
28482,CUL026519,2019-02-14,8632.0,1381.12,1.0,S
28483,CUL026520,2019-02-14,988.8,158.21,1.0,S
28484,CUL026521,2019-02-14,2224.8,355.97,1.0,S
28485,CUL026522,2019-02-14,480.0,76.8,1.0,S
28486,CUL026523,2019-02-14,231.75,37.08,1.0,S
28487,CUL026524,2019-02-14,1861.0,297.76,1.0,S
28488,CUL026525,2019-02-14,1893.44,302.95,1.0,S
28489,CUL026526,2019-02-14,988.8,158.21,1.0,S
28490,CUL026527,2019-02-14,675.0,108.0,1.0,S
28491,CUL026528,2019-02-14,480.0,76.8,1.0,S
28492,CUL026529,2019-02-14,1540.0,246.4,1.0,S
28493,CUL026530,2019-02-14,6655.2,1064.83,1.0,S
28494,CUL026531,2019-02-14,247.2,39.55,1.0,S
28495,CUL026532,2019-02-14,369.25,59.08,1.0,S
28496,CUL026533,2019-02-14,452.99,72.48,1.0,S
28497,CUL026534,2019-02-14,1408.0,225.28,1.0,S
28498,CUL026535,2019-02-14,5204.0,832.64,1.0,S
28499,CUL026536,2019-02-14,3662.45,585.99,1.0,S
28500,CUL026537,2019-02-15,0.0,0.0,1.0,S
28501,CUL026538,2019-02-15,0.0,0.0,1.0,S
28502,CUL026539,2019-02-15,560.0,89.6,1.0,S
28503,CUL026540,2019-02-15,170.0,27.2,1.0,S
28504,CUL026541,2019-02-15,220.0,35.2,1.0,S
28505,CUL026542,2019-02-15,2460.0,393.6,1.0,S
28506,CUL026543,2019-02-15,269.01,43.04,1.0,S
28507,CUL026544,2019-02-15,110.0,17.6,1.0,S
28508,CUL026545,2019-02-15,8796.5,1407.44,1.0,S
28509,CUL026546,2019-02-15,2765.0,442.4,1.0,S
28510,CUL026547,2019-02-15,1492.53,238.8,1.0,S
28511,CUL026548,2019-02-15,1637.0,261.92,1.0,S
28512,CUL026549,2019-02-15,1946.25,311.4,1.0,S
28513,CUL026550,2019-02-15,7932.06,1269.13,1.0,S
28514,CUL026551,2019-02-15,978.5,156.56,1.0,S
28515,CUL026552,2019-02-18,580.0,92.8,1.0,S
28516,CUL026553,2019-02-18,559.56,89.53,1.0,N
28517,CUL026554,2019-02-18,559.56,89.53,1.0,S
28518,CUL026555,2019-02-18,247.2,39.55,1.0,S
28519,CUL026556,2019-02-18,23168.92,3707.03,1.0,S
28520,CUL026557,2019-02-18,1210.0,193.6,1.0,S
28521,CUL026558,2019-02-18,1149.4,183.9,1.0,S
28522,CUL026559,2019-02-18,956.0,152.96,1.0,S
28523,CUL026560,2019-02-18,494.0,79.04,1.0,S
28524,CUL026561,2019-02-18,311.52,49.84,1.0,S
28525,CUL026562,2019-02-18,818.5,130.96,1.0,S
28526,CUL026563,2019-02-19,367.2,58.75,1.0,S
28527,CUL026564,2019-02-19,891.0,142.56,1.0,S
28528,CUL026565,2019-02-19,1161.04,185.77,1.0,S
28529,CUL026566,2019-02-19,2310.0,369.6,1.0,S
28530,CUL026567,2019-02-19,4536.0,725.76,1.0,S
28531,CUL026568,2019-02-20,585.0,93.6,1.0,S
28532,CUL026569,2019-02-20,450.0,72.0,1.0,S
28533,CUL026570,2019-02-20,3677.1,588.34,1.0,S
28534,CUL026571,2019-02-20,1468.58,234.97,1.0,S
28535,CUL026572,2019-02-20,746.75,119.48,1.0,S
28536,CUL026573,2019-02-20,240.0,38.4,1.0,S
28537,CUL026574,2019-02-20,720.0,115.2,1.0,S
28538,CUL026575,2019-02-20,1920.0,307.2,1.0,S
28539,CUL026576,2019-02-20,3460.8,553.73,1.0,S
28540,CUL026577,2019-02-20,1424.0,227.84,1.0,S
28541,CUL026578,2019-02-20,33151.2,5304.19,1.0,S
28542,CUL026579,2019-02-20,24022.33,3843.57,1.0,S
28543,CUL026580,2019-02-20,2240.0,358.4,1.0,S
28544,CUL026581,2019-02-20,270.0,43.2,1.0,S
28545,CUL026582,2019-02-20,462.69,74.03,1.0,S
28546,CUL026583,2019-02-20,120.0,19.2,1.0,S
28547,CUL026584,2019-02-20,1557.0,249.12,1.0,S
28548,CUL026585,2019-02-20,1220.0,195.2,1.0,S
28549,CUL026586,2019-02-20,1788.96,286.23,1.0,S
28550,CUL026587,2019-02-20,1247.75,199.64,1.0,S
28551,CUL026588,2019-02-21,10100.39,1616.06,1.0,S
28552,CUL026589,2019-02-21,7663.2,1226.11,1.0,S
28553,CUL026590,2019-02-21,494.4,79.1,1.0,S
28554,CUL026591,2019-02-21,1763.46,282.15,1.0,S
28555,CUL026592,2019-02-21,2224.8,355.97,1.0,S
28556,CUL026593,2019-02-21,2523.0,403.68,1.0,S
28557,CUL026594,2019-02-21,3002.0,480.32,1.0,S
28558,CUL026595,2019-02-21,3746.5,599.44,1.0,S
28559,CUL026596,2019-02-21,933.2,149.31,1.0,S
28560,CUL026597,2019-02-21,2640.0,422.4,1.0,S
28561,CUL026598,2019-02-21,110.0,17.6,1.0,S
28562,CUL026599,2019-02-21,2408.0,385.28,1.0,S
28563,CUL026600,2019-02-21,240.0,38.4,1.0,S
28564,CUL026601,2019-02-21,1149.12,183.86,1.0,S
28565,CUL026602,2019-02-21,440.0,70.4,1.0,S
28566,CUL026603,2019-02-21,217.0,34.72,1.0,S
28567,CUL026604,2019-02-21,863.3,138.13,1.0,S
28568,CUL026605,2019-02-22,906.0,144.96,1.0,S
28569,CUL026606,2019-02-22,988.8,158.21,1.0,S
28570,CUL026607,2019-02-22,1470.0,235.2,1.0,S
28571,CUL026608,2019-02-22,240.0,38.4,1.0,S
28572,CUL026609,2019-02-22,741.6,118.66,1.0,S
28573,CUL026610,2019-02-22,6677.48,1068.4,1.0,S
28574,CUL026611,2019-02-22,163.0,26.08,1.0,S
28575,CUL026612,2019-02-22,2361.0,377.76,1.0,S
28576,CUL026613,2019-02-22,1503.5,240.56,1.0,S
28577,CUL026614,2019-02-22,480.0,76.8,1.0,S
28578,CUL026615,2019-02-22,240.0,38.4,1.0,S
28579,CUL026616,2019-02-22,240.0,38.4,1.0,S
28580,CUL026617,2019-02-22,228.0,36.48,1.0,S
28581,CUL026618,2019-02-22,3300.0,528.0,1.0,S
28582,CUL026619,2019-02-22,320.0,51.2,1.0,S
28583,CUL026620,2019-02-22,681.0,108.96,1.0,S
28584,CUL026621,2019-02-22,110.0,17.6,1.0,S
28585,CUL026622,2019-02-22,60.0,9.6,1.0,S
28586,CUL026623,2019-02-22,603.44,96.55,1.0,S
28587,CUL026624,2019-02-22,669.3,107.09,1.0,S
28588,CUL026625,2019-02-22,390.0,62.4,1.0,S
28589,CUL026626,2019-02-22,1943.01,310.88,1.0,S
28590,CUL026627,2019-02-22,9945.0,1591.2,1.0,S
28591,CUL026628,2019-02-22,5886.11,941.78,1.0,S
28592,CUL026629,2019-02-22,17610.0,2817.6,1.0,S
28593,CUL026630,2019-02-25,14031.5,2245.04,1.0,S
28594,CUL026631,2019-02-25,447.41,71.59,1.0,S
28595,CUL026632,2019-02-25,328.0,52.48,1.0,S
28596,CUL026633,2019-02-25,247.2,39.55,1.0,S
28597,CUL026634,2019-02-25,115.0,18.4,1.0,S
28598,CUL026635,2019-02-25,474.62,75.94,1.0,S
28599,CUL026636,2019-02-25,6898.6,1103.78,1.0,S
28600,CUL026637,2019-02-25,39885.29,6381.65,1.0,S
28601,CUL026638,2019-02-25,119258.32,19081.33,1.0,S
28602,CUL026639,2019-02-25,6646.5,1063.44,1.0,S
28603,CUL026640,2019-02-25,1764.75,282.36,1.0,S
28604,CUL026641,2019-02-25,30390.1,4862.42,1.0,S
28605,CUL026642,2019-02-25,1062.0,169.92,1.0,S
28606,CUL026643,2019-02-25,2587.5,414.0,1.0,S
28607,CUL026644,2019-02-25,832.5,133.2,1.0,S
28608,CUL026645,2019-02-25,0.0,0.0,1.0,S
28609,CUL026646,2019-02-25,120.0,19.2,1.0,S
28610,CUL026647,2019-02-26,389.25,62.28,1.0,S
28611,CUL026648,2019-02-26,369.25,59.08,1.0,S
28612,CUL026649,2019-02-26,227.0,36.32,1.0,S
28613,CUL026650,2019-02-26,322.0,51.52,1.0,S
28614,CUL026651,2019-02-26,240.0,38.4,1.0,S
28615,CUL026652,2019-02-26,110.0,17.6,1.0,S
28616,CUL026653,2019-02-26,3524.03,563.84,1.0,S
28617,CUL026654,2019-02-26,13831.2,2212.99,1.0,S
28618,CUL026655,2019-02-26,7202.75,1152.44,1.0,S
28619,CUL026656,2019-02-26,710.7,113.71,1.0,S
28620,CUL026657,2019-02-26,2318.0,370.88,1.0,S
28621,CUL026658,2019-02-26,2224.8,355.97,1.0,S
28622,CUL026659,2019-02-26,227.0,36.32,1.0,S
28623,CUL026660,2019-02-26,409.25,65.48,1.0,S
28624,CUL026661,2019-02-26,669.0,107.04,1.0,S
28625,CUL026662,2019-02-26,4717.71,754.83,1.0,S
28626,CUL026663,2019-02-27,3794.49,607.12,1.0,S
28627,CUL026664,2019-02-27,7688.75,1230.2,1.0,S
28628,CUL026665,2019-02-27,1808.52,289.36,1.0,S
28629,CUL026666,2019-02-27,18575.0,2972.0,1.0,S
28630,CUL026667,2019-02-27,4375.51,700.08,1.0,S
28631,CUL026668,2019-02-27,8769.59,1403.13,1.0,S
28632,CUL026669,2019-02-27,2498.48,399.76,1.0,S
28633,CUL026670,2019-02-27,2591.8,414.69,1.0,S
28634,CUL026671,2019-02-27,15979.7,2556.75,1.0,S
28635,CUL026672,2019-02-27,8911.5,1425.84,1.0,S
28636,CUL026673,2019-02-27,14525.66,2324.11,1.0,S
28637,CUL026674,2019-02-27,3608.41,577.35,1.0,S
28638,CUL026675,2019-02-27,3405.0,544.8,1.0,S
28639,CUL026676,2019-02-27,9852.0,1576.32,1.0,S
28640,CUL026677,2019-02-27,465.0,74.4,1.0,S
28641,CUL026678,2019-02-27,4735.0,757.6,1.0,S
28642,CUL026679,2019-02-27,1260.0,201.6,1.0,S
28643,CUL026680,2019-02-27,975.0,156.0,1.0,S
28644,CUL026681,2019-02-27,216.0,34.56,1.0,S
28645,CUL026682,2019-02-27,240.0,38.4,1.0,S
28646,CUL026683,2019-02-27,0.0,0.0,1.0,S
28647,CUL026684,2019-02-27,573.8,91.81,1.0,S
28648,CUL026685,2019-02-28,118666.4,18986.62,1.0,S
28649,CUL026686,2019-02-28,323.0,51.68,1.0,S
28650,CUL026687,2019-02-28,4620.0,739.2,1.0,S
28651,CUL026688,2019-02-28,2625.0,420.0,1.0,S
28652,CUL026689,2019-02-28,480.0,76.8,1.0,S
28653,CUL026690,2019-02-28,540.0,86.4,1.0,S
28654,CUL026691,2019-02-28,444.0,71.04,1.0,S
28655,CUL026692,2019-02-28,6604.0,1056.64,1.0,S
28656,CUL026693,2019-02-28,3600.0,576.0,1.0,S
28657,CUL026694,2019-02-28,494.4,79.1,1.0,S
28658,CUL026695,2019-02-28,1357.0,217.12,1.0,S
28659,CUL026696,2019-02-28,2085.0,333.6,1.0,S
28660,CUL026697,2019-02-28,416.25,66.6,1.0,S
28661,CUL026698,2019-02-28,732.0,117.12,1.0,S
28662,CUL026699,2019-02-28,100.5,16.08,1.0,S
28663,CUL026700,2019-02-28,741.6,118.66,1.0,S
28664,CUL026701,2019-02-28,360.0,57.6,1.0,S
28665,CUL026702,2019-02-28,3274.0,523.84,1.0,S
28666,CUL026703,2019-02-28,0.0,0.0,1.0,N
28667,CUL026704,2019-02-28,387.29,61.97,1.0,S
28668,CUL026705,2019-02-28,3798.2,607.71,1.0,S
28669,CUL026706,2019-02-28,35373.12,5659.7,1.0,S
28670,CUL026707,2019-02-28,247.2,39.55,1.0,S
28671,CUL026708,2019-03-01,220.0,35.2,1.0,S
28672,CUL026709,2019-03-01,1524.0,243.84,1.0,S
28673,CUL026710,2019-03-01,4290.0,686.4,1.0,S
28674,CUL026711,2019-03-01,2758.75,441.4,1.0,S
28675,CUL026712,2019-03-01,332.0,53.12,1.0,S
28676,CUL026713,2019-03-01,3274.0,523.84,1.0,S
28677,CUL026714,2019-03-01,41.2,6.59,1.0,S
28678,CUL026715,2019-03-01,596.0,95.36,1.0,N
28679,CUL026716,2019-03-01,6898.6,1103.78,1.0,S
28680,CUL026717,2019-03-01,3274.2,523.87,1.0,S
28681,CUL026718,2019-03-01,160.0,25.6,1.0,S
28682,CUL026719,2019-03-01,30.0,4.8,1.0,S
28683,CUL026720,2019-03-01,1249.25,199.88,1.0,S
28684,CUL026721,2019-03-01,369.25,59.08,1.0,S
28685,CUL026722,2019-03-04,34980.0,5596.8,1.0,S
28686,CUL026723,2019-03-04,2326.77,372.28,1.0,S
28687,CUL026724,2019-03-04,494.4,79.1,1.0,S
28688,CUL026725,2019-03-04,741.6,118.66,1.0,S
28689,CUL026726,2019-03-04,240.0,38.4,1.0,S
28690,CUL026727,2019-03-04,659.0,105.44,1.0,S
28691,CUL026728,2019-03-04,741.6,118.66,1.0,S
28692,CUL026729,2019-03-04,4294.05,687.05,1.0,S
28693,CUL026730,2019-03-04,684.0,109.44,1.0,S
28694,CUL026731,2019-03-04,227.0,36.32,1.0,S
28695,CUL026732,2019-03-04,3766.1,602.58,1.0,S
28696,CUL026733,2019-03-04,720.0,115.2,1.0,S
28697,CUL026734,2019-03-04,1062.45,169.99,1.0,S
28698,CUL026735,2019-03-04,1730.4,276.86,1.0,S
28699,CUL026736,2019-03-04,2977.9,476.46,1.0,S
28700,CUL026737,2019-03-04,9600.0,1536.0,1.0,S
28701,CUL026738,2019-03-04,741.6,118.66,1.0,S
28702,CUL026739,2019-03-04,908.0,145.28,1.0,S
28703,CUL026740,2019-03-04,1920.0,307.2,1.0,S
28704,CUL026741,2019-03-04,29.2,4.67,1.0,S
28705,CUL026742,2019-03-04,1398.55,223.77,1.0,S
28706,CUL026743,2019-03-04,16777.95,2684.47,1.0,S
28707,CUL026744,2019-03-04,443.65,70.98,1.0,S
28708,CUL026745,2019-03-04,389.01,62.24,1.0,S
28709,CUL026746,2019-03-04,833.03,133.28,1.0,S
28710,CUL026747,2019-03-04,409.25,65.48,1.0,S
28711,CUL026748,2019-03-04,589.54,94.33,1.0,S
28712,CUL026749,2019-03-04,423.25,67.72,1.0,S
28713,CUL026750,2019-03-04,738.5,118.16,1.0,S
28714,CUL026751,2019-03-04,2535.48,405.68,1.0,S
28715,CUL026752,2019-03-05,4719.19,755.07,1.0,S
28716,CUL026753,2019-03-05,3879.46,620.71,1.0,S
28717,CUL026754,2019-03-05,4021.35,643.42,1.0,S
28718,CUL026755,2019-03-05,240.0,38.4,1.0,S
28719,CUL026756,2019-03-05,2758.0,441.28,1.0,S
28720,CUL026757,2019-03-05,7470.0,1195.2,1.0,S
28721,CUL026758,2019-03-05,1699.5,271.92,1.0,S
28722,CUL026759,2019-03-05,353.86,56.62,1.0,S
28723,CUL026760,2019-03-05,639.55,102.33,1.0,S
28724,CUL026761,2019-03-05,1500.0,240.0,1.0,S
28725,CUL026762,2019-03-05,237.0,37.92,1.0,S
28726,CUL026763,2019-03-06,418.0,66.88,1.0,S
28727,CUL026764,2019-03-06,252.2,40.35,1.0,S
28728,CUL026765,2019-03-06,423.78,67.8,1.0,S
28729,CUL026766,2019-03-06,1520.0,243.2,1.0,S
28730,CUL026767,2019-03-06,5610.0,897.6,1.0,S
28731,CUL026768,2019-03-06,11573.85,1851.82,1.0,S
28732,CUL026769,2019-03-06,248.23,39.72,1.0,S
28733,CUL026770,2019-03-06,872.1,139.54,1.0,S
28734,CUL026771,2019-03-06,164.0,26.24,1.0,S
28735,CUL026772,2019-03-06,63.25,10.12,1.0,S
28736,CUL026773,2019-03-07,732.0,117.12,1.0,S
28737,CUL026774,2019-03-07,227.0,36.32,1.0,S
28738,CUL026775,2019-03-07,363.3,58.13,1.0,S
28739,CUL026776,2019-03-07,494.4,79.1,1.0,S
28740,CUL026777,2019-03-07,1694.59,271.13,1.0,S
28741,CUL026778,2019-03-07,4370.82,699.33,1.0,S
28742,CUL026779,2019-03-07,12870.0,2059.2,1.0,S
28743,CUL026780,2019-03-07,242.5,38.8,1.0,S
28744,CUL026781,2019-03-07,3117.0,498.72,1.0,S
28745,CUL026782,2019-03-07,980.0,156.8,1.0,S
28746,CUL026783,2019-03-07,741.6,118.66,1.0,S
28747,CUL026784,2019-03-07,3401.3,544.21,1.0,S
28748,CUL026785,2019-03-07,1160.0,185.6,1.0,S
28749,CUL026786,2019-03-07,596.0,95.36,1.0,S
28750,CUL026787,2019-03-07,120.0,19.2,1.0,S
28751,CUL026788,2019-03-07,294.77,47.16,1.0,S
28752,CUL026789,2019-03-07,1495.45,239.27,1.0,S
28753,CUL026790,2019-03-07,230.0,36.8,1.0,S
28754,CUL026791,2019-03-08,1279.25,204.68,1.0,S
28755,CUL026792,2019-03-08,345.0,55.2,1.0,S
28756,CUL026793,2019-03-08,454.0,72.64,1.0,S
28757,CUL026794,2019-03-08,454.0,72.64,1.0,S
28758,CUL026795,2019-03-08,450.0,72.0,1.0,S
28759,CUL026796,2019-03-08,3528.86,564.62,1.0,S
28760,CUL026797,2019-03-08,440.38,70.46,1.0,S
28761,CUL026798,2019-03-08,1477.0,236.32,1.0,S
28762,CUL026799,2019-03-08,240.0,38.4,1.0,S
28763,CUL026800,2019-03-08,795.0,127.2,1.0,S
28764,CUL026801,2019-03-08,409.25,65.48,1.0,S
28765,CUL026802,2019-03-08,2350.03,376.0,1.0,S
28766,CUL026803,2019-03-08,3699.64,591.94,1.0,S
28767,CUL026804,2019-03-08,50.0,8.0,1.0,S
28768,CUL026805,2019-03-11,6000.0,960.0,1.0,S
28769,CUL026806,2019-03-11,818.5,130.96,1.0,S
28770,CUL026807,2019-03-11,1227.75,196.44,1.0,S
28771,CUL026808,2019-03-11,504.4,80.7,1.0,S
28772,CUL026809,2019-03-11,2233.25,357.32,1.0,S
28773,CUL026810,2019-03-11,494.4,79.1,1.0,S
28774,CUL026811,2019-03-11,19251.0,3080.16,1.0,S
28775,CUL026812,2019-03-11,110.0,17.6,1.0,S
28776,CUL026813,2019-03-11,1543.2,246.91,1.0,S
28777,CUL026814,2019-03-11,480.0,76.8,1.0,S
28778,CUL026815,2019-03-11,711.0,113.76,1.0,S
28779,CUL026816,2019-03-11,1650.0,264.0,1.0,S
28780,CUL026817,2019-03-11,240.0,38.4,1.0,S
28781,CUL026818,2019-03-11,213.75,34.2,1.0,S
28782,CUL026819,2019-03-11,5400.3,864.05,1.0,S
28783,CUL026820,2019-03-11,1440.0,230.4,1.0,S
28784,CUL026821,2019-03-11,638.6,102.18,1.0,N
28785,CUL026822,2019-03-11,357.0,57.12,1.0,S
28786,CUL026823,2019-03-11,818.5,130.96,1.0,S
28787,CUL026824,2019-03-11,638.6,102.18,1.0,S
28788,CUL026825,2019-03-11,480.0,76.8,1.0,S
28789,CUL026826,2019-03-11,465.0,74.4,1.0,S
28790,CUL026827,2019-03-11,227.0,36.32,1.0,S
28791,CUL026828,2019-03-11,717.0,114.72,1.0,S
28792,CUL026829,2019-03-11,240.0,38.4,1.0,S
28793,CUL026830,2019-03-11,898.5,143.76,1.0,S
28794,CUL026831,2019-03-11,7688.75,1230.2,1.0,S
28795,CUL026832,2019-03-11,1808.52,289.36,1.0,S
28796,CUL026833,2019-03-11,2591.8,414.69,1.0,S
28797,CUL026834,2019-03-11,5046.4,807.42,1.0,S
28798,CUL026835,2019-03-11,5928.0,948.48,1.0,S
28799,CUL026836,2019-03-12,727.5,116.4,1.0,S
28800,CUL026837,2019-03-12,475.3,76.05,1.0,S
28801,CUL026838,2019-03-12,2472.0,395.52,1.0,S
28802,CUL026839,2019-03-12,40.0,6.4,1.0,S
28803,CUL026840,2019-03-12,2610.0,417.6,1.0,S
28804,CUL026841,2019-03-12,200.0,32.0,1.0,S
28805,CUL026842,2019-03-12,50.0,8.0,1.0,S
28806,CUL026843,2019-03-12,5538.75,886.2,1.0,S
28807,CUL026844,2019-03-12,13785.45,2205.67,1.0,S
28808,CUL026845,2019-03-12,333.86,53.42,1.0,S
28809,CUL026846,2019-03-12,8936.67,1429.87,1.0,S
28810,CUL026847,2019-03-13,240.0,38.4,1.0,S
28811,CUL026848,2019-03-13,1440.0,230.4,1.0,S
28812,CUL026849,2019-03-13,1488.62,238.18,1.0,S
28813,CUL026850,2019-03-13,680.0,108.8,1.0,S
28814,CUL026851,2019-03-13,120.0,19.2,1.0,S
28815,CUL026852,2019-03-13,3033.08,485.29,1.0,S
28816,CUL026853,2019-03-13,339.9,54.38,1.0,S
28817,CUL026854,2019-03-13,220.0,35.2,1.0,S
28818,CUL026855,2019-03-14,270.0,43.2,1.0,S
28819,CUL026856,2019-03-14,60.0,9.6,1.0,S
28820,CUL026857,2019-03-14,240.0,38.4,1.0,S
28821,CUL026858,2019-03-14,42765.68,6842.51,1.0,S
28822,CUL026859,2019-03-14,250.0,40.0,1.0,N
28823,CUL026860,2019-03-14,15529.65,2484.74,1.0,S
28824,CUL026861,2019-03-14,654.75,104.76,1.0,S
28825,CUL026862,2019-03-14,240.0,38.4,1.0,S
28826,CUL026863,2019-03-14,741.6,118.66,1.0,S
28827,CUL026864,2019-03-14,960.0,153.6,1.0,S
28828,CUL026865,2019-03-14,213.75,34.2,1.0,S
28829,CUL026866,2019-03-14,237.0,37.92,1.0,S
28830,CUL026867,2019-03-14,24051.0,3848.16,1.0,S
28831,CUL026868,2019-03-15,1227.75,196.44,1.0,S
28832,CUL026869,2019-03-15,661.25,105.8,1.0,S
28833,CUL026870,2019-03-15,738.5,118.16,1.0,S
28834,CUL026871,2019-03-15,1477.0,236.32,1.0,S
28835,CUL026872,2019-03-15,4173.35,667.74,1.0,S
28836,CUL026873,2019-03-15,1080.0,172.8,1.0,S
28837,CUL026874,2019-03-15,750.0,120.0,1.0,S
28838,CUL026875,2019-03-15,14003.8,2240.61,1.0,S
28839,CUL026876,2019-03-15,711.0,113.76,1.0,S
28840,CUL026877,2019-03-15,240.0,38.4,1.0,S
28841,CUL026878,2019-03-15,4119.0,659.04,1.0,S
28842,CUL026879,2019-03-15,444.0,71.04,1.0,S
28843,CUL026880,2019-03-15,339.9,54.38,1.0,S
28844,CUL026881,2019-03-15,908.0,145.28,1.0,S
28845,CUL026882,2019-03-15,927.0,148.32,1.0,S
