,FOLIO,FECHA,IMPORTE_VENTA,IMPUESTOS_VENTA,TIPO_CAMBIO,CONTABILIZADO
18517,CUL016553,2017-08-18,199.5,31.92,1.0,S
18518,CUL016554,2017-08-18,300.0,48.0,1.0,S
18519,CUL016555,2017-08-18,227.0,36.32,1.0,S
18520,CUL016556,2017-08-18,860.0,137.6,1.0,S
18521,CUL016557,2017-08-18,215.0,34.4,1.0,S
18522,CUL016558,2017-08-18,678.0,108.48,1.0,S
18523,CUL016559,2017-08-18,820.0,131.2,1.0,S
18524,CUL016560,2017-08-18,629.0,100.64,1.0,S
18525,CUL016561,2017-08-18,2150.0,344.0,1.0,S
18526,CUL016562,2017-08-18,5646.0,903.36,1.0,S
18527,CUL016563,2017-08-18,3864.0,618.24,1.0,S
18528,CUL016564,2017-08-18,215.0,34.4,1.0,S
18529,CUL016565,2017-08-18,390.0,62.4,1.0,S
18530,CUL016566,2017-08-18,372.0,59.52,1.0,S
18531,CUL016567,2017-08-18,1352.0,216.32,1.0,S
18532,CUL016568,2017-08-18,670.0,107.2,1.0,S
18533,CUL016569,2017-08-18,983.25,157.32,1.0,S
18534,CUL016570,2017-08-18,1972.0,315.52,1.0,S
18535,CUL016571,2017-08-18,49.0,7.84,1.0,S
18536,CUL016572,2017-08-18,448.0,71.68,1.0,S
18537,CUL016573,2017-08-18,4095.3,655.25,1.0,S
18538,CUL016574,2017-08-18,2774.4,443.9,1.0,S
18539,CUL016575,2017-08-18,18895.0,3023.2,1.0,N
18540,CUL016576,2017-08-18,8153.2,1304.51,1.0,S
18541,CUL016577,2017-08-18,2040.6,326.5,1.0,S
18542,CUL016578,2017-08-18,4301.25,688.2,1.0,S
18543,CUL016579,2017-08-18,6829.2,1092.67,1.0,S
18544,CUL016580,2017-08-18,2672.4,427.58,1.0,S
18545,CUL016581,2017-08-18,2730.2,436.83,1.0,N
18546,CUL016582,2017-08-18,7296.4,1167.42,1.0,S
18547,CUL016583,2017-08-18,1781.6,285.06,1.0,S
18548,CUL016584,2017-08-18,5610.0,897.6,1.0,S
18549,CUL016585,2017-08-18,172926.06,27668.17,1.0,S
18550,CUL016586,2017-08-18,67.0,10.72,1.0,S
18551,CUL016587,2017-08-18,1390.0,222.4,1.0,S
18552,CUL016588,2017-08-18,4860.0,777.6,1.0,S
18553,CUL016589,2017-08-21,280.0,44.8,1.0,S
18554,CUL016590,2017-08-21,1352.0,216.32,1.0,S
18555,CUL016591,2017-08-21,442.0,70.72,1.0,N
18556,CUL016592,2017-08-21,185.0,29.6,1.0,S
18557,CUL016593,2017-08-21,26380.0,4220.8,1.0,S
18558,CUL016594,2017-08-21,861.0,137.76,1.0,S
18559,CUL016595,2017-08-21,296.4,47.42,1.0,S
18560,CUL016596,2017-08-21,8320.1,1331.22,1.0,S
18561,CUL016597,2017-08-21,6120.85,979.34,1.0,S
18562,CUL016598,2017-08-21,222.0,35.52,1.0,S
18563,CUL016599,2017-08-21,1540.0,246.4,1.0,S
18564,CUL016600,2017-08-21,396.0,63.36,1.0,S
18565,CUL016601,2017-08-21,637.0,101.92,1.0,S
18566,CUL016602,2017-08-22,4658.0,745.28,1.0,S
18567,CUL016603,2017-08-22,5436.0,869.76,1.0,S
18568,CUL016604,2017-08-22,13234.5,2117.52,1.0,S
18569,CUL016605,2017-08-22,185.0,29.6,1.0,S
18570,CUL016606,2017-08-22,744.0,119.04,1.0,S
18571,CUL016607,2017-08-22,1400.0,224.0,1.0,S
18572,CUL016608,2017-08-22,2132.0,341.12,1.0,S
18573,CUL016609,2017-08-22,634.0,101.44,1.0,S
18574,CUL016610,2017-08-22,1242.0,198.72,1.0,S
18575,CUL016611,2017-08-22,1449.0,231.84,1.0,S
18576,CUL016612,2017-08-22,2100.0,336.0,1.0,S
18577,CUL016613,2017-08-22,5623.0,899.68,1.0,S
18578,CUL016614,2017-08-22,519.0,83.04,1.0,S
18579,CUL016615,2017-08-22,1290.0,206.4,1.0,S
18580,CUL016616,2017-08-22,215.0,34.4,1.0,S
18581,CUL016617,2017-08-22,619.0,99.04,1.0,S
18582,CUL016618,2017-08-22,430.0,68.8,1.0,S
18583,CUL016619,2017-08-22,225.0,36.0,1.0,S
18584,CUL016620,2017-08-22,18895.0,3023.2,1.0,S
18585,CUL016621,2017-08-22,1992.0,318.72,1.0,S
18586,CUL016622,2017-08-22,2025.0,324.0,1.0,S
18587,CUL016623,2017-08-22,24267.6,3882.82,1.0,S
18588,CUL016624,2017-08-22,104.0,16.64,1.0,S
18589,CUL016625,2017-08-22,202.0,32.32,1.0,S
18590,CUL016626,2017-08-22,4511.8,721.89,1.0,S
18591,CUL016627,2017-08-22,10304.65,1648.74,1.0,S
18592,CUL016628,2017-08-23,695.0,111.2,1.0,S
18593,CUL016629,2017-08-23,430.0,68.8,1.0,S
18594,CUL016630,2017-08-23,7050.0,1128.0,1.0,S
18595,CUL016631,2017-08-23,1469.0,235.04,1.0,S
18596,CUL016632,2017-08-23,253.25,40.52,1.0,S
18597,CUL016633,2017-08-23,414.0,66.24,1.0,S
18598,CUL016634,2017-08-23,215.0,34.4,1.0,S
18599,CUL016635,2017-08-23,3634.0,581.44,1.0,S
18600,CUL016636,2017-08-23,974.0,155.84,1.0,S
18601,CUL016637,2017-08-23,430.0,68.8,1.0,S
18602,CUL016638,2017-08-23,414.0,66.24,1.0,S
18603,CUL016639,2017-08-23,4959.95,793.59,1.0,S
18604,CUL016640,2017-08-23,2331.0,372.96,1.0,S
18605,CUL016641,2017-08-23,217.0,34.72,1.0,S
18606,CUL016642,2017-08-23,3561.0,569.76,1.0,S
18607,CUL016643,2017-08-23,3274.0,523.84,1.0,S
18608,CUL016644,2017-08-23,1264.0,202.24,1.0,S
18609,CUL016645,2017-08-23,1327.0,212.32,1.0,S
18610,CUL016646,2017-08-23,3167.8,506.85,1.0,S
18611,CUL016647,2017-08-23,1193.0,190.88,1.0,S
18612,CUL016648,2017-08-23,12606.15,2016.98,1.0,S
18613,CUL016649,2017-08-23,2064.6,330.34,1.0,S
18614,CUL016650,2017-08-23,5725.35,916.06,1.0,S
18615,CUL016651,2017-08-23,17265.0,2762.4,1.0,S
18616,CUL016652,2017-08-23,675.0,108.0,1.0,S
18617,CUL016653,2017-08-23,410.0,65.6,1.0,S
18618,CUL016654,2017-08-23,1258.0,201.28,1.0,S
18619,CUL016655,2017-08-23,225.0,36.0,1.0,S
18620,CUL016656,2017-08-23,197.0,31.52,1.0,S
18621,CUL016657,2017-08-23,202.0,32.32,1.0,S
18622,CUL016658,2017-08-23,225.0,36.0,1.0,S
18623,CUL016659,2017-08-24,0.0,0.0,1.0,S
18624,CUL016660,2017-08-24,380.0,60.8,1.0,S
18625,CUL016661,2017-08-24,5945.0,951.2,1.0,S
18626,CUL016662,2017-08-24,936.0,149.76,1.0,S
18627,CUL016663,2017-08-24,390.0,62.4,1.0,S
18628,CUL016664,2017-08-24,215.0,34.4,1.0,S
18629,CUL016665,2017-08-24,7720.25,1235.24,1.0,S
18630,CUL016666,2017-08-24,207.0,33.12,1.0,S
18631,CUL016667,2017-08-24,215.0,34.4,1.0,S
18632,CUL016668,2017-08-24,215.0,34.4,1.0,S
18633,CUL016669,2017-08-24,430.0,68.8,1.0,S
18634,CUL016670,2017-08-24,860.0,137.6,1.0,S
18635,CUL016671,2017-08-24,414.0,66.24,1.0,S
18636,CUL016672,2017-08-24,2568.0,410.88,1.0,S
18637,CUL016673,2017-08-24,637.0,101.92,1.0,S
18638,CUL016674,2017-08-24,813.0,130.08,1.0,S
18639,CUL016675,2017-08-24,414.0,66.24,1.0,S
18640,CUL016676,2017-08-24,865.0,138.4,1.0,S
18641,CUL016677,2017-08-24,1568.0,250.88,1.0,S
18642,CUL016678,2017-08-24,1251.0,200.16,1.0,S
18643,CUL016679,2017-08-24,430.0,68.8,1.0,S
18644,CUL016680,2017-08-24,650.0,104.0,1.0,S
18645,CUL016681,2017-08-24,1031.0,164.96,1.0,S
18646,CUL016682,2017-08-24,1499.0,239.84,1.0,S
18647,CUL016683,2017-08-24,1085.0,173.6,1.0,S
18648,CUL016684,2017-08-24,207.0,33.12,1.0,S
18649,CUL016685,2017-08-24,664.0,106.24,1.0,S
18650,CUL016686,2017-08-24,1587.0,253.92,1.0,S
18651,CUL016687,2017-08-24,77095.0,12335.2,1.0,N
18652,CUL016688,2017-08-24,80839.04,12934.25,1.0,S
18653,CUL016689,2017-08-24,936.0,149.76,1.0,S
18654,CUL016690,2017-08-24,1075.0,172.0,1.0,S
18655,CUL016691,2017-08-24,404.0,64.64,1.0,S
18656,CUL016692,2017-08-24,442.0,70.72,1.0,S
18657,CUL016693,2017-08-24,820.0,131.2,1.0,S
18658,CUL016694,2017-08-24,2672.0,427.52,1.0,S
18659,CUL016695,2017-08-24,245.0,39.2,1.0,S
18660,CUL016696,2017-08-24,2336.8,373.89,1.0,S
18661,CUL016697,2017-08-24,1949.0,311.84,1.0,S
18662,CUL016698,2017-08-24,5109.0,817.44,1.0,S
18663,CUL016699,2017-08-24,1056.0,168.96,1.0,S
18664,CUL016700,2017-08-24,6792.0,1086.72,1.0,S
18665,CUL016701,2017-08-25,2470.0,395.2,1.0,S
18666,CUL016702,2017-08-25,631.0,100.96,1.0,S
18667,CUL016703,2017-08-25,222.0,35.52,1.0,S
18668,CUL016704,2017-08-25,424.0,67.84,1.0,S
18669,CUL016705,2017-08-25,77095.0,12335.2,1.0,S
18670,CUL016706,2017-08-25,672.0,107.52,1.0,S
18671,CUL016707,2017-08-25,2268.0,362.88,1.0,S
18672,CUL016708,2017-08-25,524.0,83.84,1.0,S
18673,CUL016709,2017-08-25,410.0,65.6,1.0,S
18674,CUL016710,2017-08-25,1290.0,206.4,1.0,S
18675,CUL016711,2017-08-25,104.0,16.64,1.0,S
18676,CUL016712,2017-08-25,453.0,72.48,1.0,S
18677,CUL016713,2017-08-25,409.0,65.44,1.0,S
18678,CUL016714,2017-08-25,2311.0,369.76,1.0,S
18679,CUL016715,2017-08-25,2795.0,447.2,1.0,S
18680,CUL016716,2017-08-25,420.0,67.2,1.0,S
18681,CUL016717,2017-08-25,26401.0,4224.16,1.0,S
18682,CUL016718,2017-08-25,4500.0,720.0,1.0,S
18683,CUL016719,2017-08-25,3472.0,555.52,1.0,S
18684,CUL016720,2017-08-25,2578.0,412.48,1.0,S
18685,CUL016721,2017-08-25,5711.0,913.76,1.0,S
18686,CUL016722,2017-08-25,404.0,64.64,1.0,S
18687,CUL016723,2017-08-25,207.0,33.12,1.0,S
18688,CUL016724,2017-08-25,3530.75,564.92,1.0,S
18689,CUL016725,2017-08-25,2649.0,423.84,1.0,S
18690,CUL016726,2017-08-25,645.0,103.2,1.0,S
18691,CUL016727,2017-08-25,1935.0,309.6,1.0,S
18692,CUL016728,2017-08-25,463.0,74.08,1.0,S
18693,CUL016729,2017-08-25,215.0,34.4,1.0,S
18694,CUL016730,2017-08-25,315.0,50.4,1.0,S
18695,CUL016731,2017-08-25,450.0,72.0,1.0,S
18696,CUL016732,2017-08-25,5708.55,913.37,1.0,S
18697,CUL016733,2017-08-25,183.0,29.28,1.0,S
18698,CUL016734,2017-08-25,840.0,134.4,1.0,S
18699,CUL016735,2017-08-25,6368.6,1018.98,1.0,S
18700,CUL016736,2017-08-25,20263.1,3242.1,1.0,S
18701,CUL016737,2017-08-25,3262.1,521.94,1.0,S
18702,CUL016738,2017-08-25,1280.0,204.8,1.0,S
18703,CUL016739,2017-08-25,13257.0,2121.12,1.0,S
18704,CUL016740,2017-08-25,1331.0,212.96,1.0,S
18705,CUL016741,2017-08-25,104.0,16.64,1.0,S
18706,CUL016742,2017-08-25,10666.1,1706.58,1.0,S
18707,CUL016743,2017-08-25,2788.0,446.08,1.0,S
18708,CUL016744,2017-08-25,50.0,8.0,1.0,S
18709,CUL016745,2017-08-25,2910.4,465.66,1.0,S
18710,CUL016746,2017-08-25,834.0,133.44,1.0,S
18711,CUL016747,2017-08-25,1139.0,182.24,1.0,S
18712,CUL016748,2017-08-28,8246.1,1319.38,1.0,S
18713,CUL016749,2017-08-28,601.0,96.16,1.0,S
18714,CUL016750,2017-08-28,450.0,72.0,1.0,S
18715,CUL016751,2017-08-28,220.5,35.28,1.0,S
18716,CUL016752,2017-08-28,666.0,106.56,1.0,S
18717,CUL016753,2017-08-28,225.0,36.0,1.0,S
18718,CUL016754,2017-08-28,1666.0,266.56,1.0,S
18719,CUL016755,2017-08-28,27300.0,4368.0,1.0,S
18720,CUL016756,2017-08-28,834.0,133.44,1.0,S
18721,CUL016757,2017-08-28,4870.0,779.2,1.0,S
18722,CUL016758,2017-08-28,1960.0,313.6,1.0,S
18723,CUL016759,2017-08-28,3866.8,618.69,1.0,S
18724,CUL016760,2017-08-28,0.0,0.0,1.0,S
18725,CUL016761,2017-08-28,0.0,0.0,1.0,S
18726,CUL016762,2017-08-28,0.0,0.0,1.0,S
18727,CUL016763,2017-08-28,271.82,43.49,1.0,S
18728,CUL016764,2017-08-28,155.07,24.81,1.0,S
18729,CUL016765,2017-08-28,0.0,0.0,1.0,S
18730,CUL016766,2017-08-28,430.0,68.8,1.0,S
18731,CUL016767,2017-08-28,430.0,68.8,1.0,S
18732,CUL016768,2017-08-28,554.0,88.64,1.0,S
18733,CUL016769,2017-08-28,50.0,8.0,1.0,S
18734,CUL016770,2017-08-28,4998.0,799.68,1.0,S
18735,CUL016771,2017-08-28,500.0,80.0,1.0,S
18736,CUL016772,2017-08-29,17836.03,2853.76,1.0,S
18737,CUL016773,2017-08-29,11424.0,1827.84,1.0,S
18738,CUL016774,2017-08-29,11232.0,1797.12,1.0,S
18739,CUL016775,2017-08-29,60.0,9.6,1.0,S
18740,CUL016776,2017-08-29,1528.0,244.48,1.0,S
18741,CUL016777,2017-08-29,439.0,70.24,1.0,S
